Taxon	S27499.01	S27499.02	S27499.03	S27499.04	S27499.05	S27499.06	S27499.07	S27499.08	S27499.09	S27499.10	S27499.11	S27499.12	S27499.13	S27499.14	S27499.15	S27499.16	S27499.17	S27499.18	S27499.19	S27499.20	S27499.21	S27499.22	S27499.23	S27499.24	S27499.25	S27499.26	S27499.27	S27499.28	S27499.29	S27499.30	S27499.31	S27499.32	S27499.33	S27499.34	S27499.35	S27499.36	S27499.37	S27499.38	S27499.39	S27499.40	S27499.41	S28297.01	S28297.02	S28297.03	S28297.04	S28297.05	S28297.06	S28297.07	S28297.08	S28297.09	S28297.10	S28297.11	S29419.01	S29419.02	S29419.03	S29419.04	S29419.05	S29419.06	S29419.07	S29419.08	S29419.09	S29419.10	S29419.11	S30119.01	S30119.02	S30119.03	S30119.04	S30119.05	S30119.06	S30119.07
k__Bacteria;p__Firmicutes;c__Erysipelotrichia	43.0	86.0	583.0	31.0	24.0	5.0	35.0	29.0	39.0	128.0	30.0	78.0	32.0	45.0	24.0	350.0	392.0	66.0	31.0	27.0	50.0	41.0	4.0	295.0	295.0	287.0	196.0	52.0	21.0	39.0	74.0	65.0	7.0	11.0	6.0	46.0	54.0	60.0	51.0	86.0	13.0	51.0	38.0	84.0	47.0	219.0	27.0	22.0	39.0	19.0	29.0	88.0	100.0	326.0	14.0	27.0	41.0	65.0	30.0	49.0	8.0	26.0	150.0	24.0	48.0	67.0	40.0	29.0	11.0	352.0
k__Bacteria;p__Firmicutes;c__Incertae_sedis	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	0.0	3.0	0.0	2.0	4.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes	40.0	95.0	19.0	212.0	134.0	1313.0	924.0	220.0	464.0	533.0	121.0	132.0	370.0	974.0	38.0	229.0	227.0	20.0	319.0	452.0	38.0	108.0	73.0	246.0	4.0	98.0	262.0	303.0	317.0	428.0	234.0	49.0	640.0	1000.0	230.0	209.0	249.0	1.0	224.0	149.0	559.0	33.0	106.0	182.0	345.0	346.0	150.0	78.0	285.0	285.0	1371.0	106.0	44.0	112.0	109.0	71.0	111.0	46.0	248.0	99.0	3536.0	282.0	11.0	685.0	96.0	413.0	128.0	38.0	319.0	2582.0
k__Bacteria;p__Firmicutes;c__unassigned	7.0	0.0	0.0	1.0	1.0	0.0	14.0	19.0	0.0	2.0	0.0	0.0	0.0	1.0	5.0	0.0	6.0	10.0	0.0	2.0	3.0	11.0	5.0	0.0	5.0	0.0	4.0	1.0	0.0	1.0	0.0	29.0	1.0	9.0	6.0	2.0	2.0	38.0	1.0	4.0	1.0	6.0	10.0	9.0	0.0	11.0	5.0	17.0	1.0	0.0	2.0	2.0	7.0	21.0	0.0	0.0	5.0	2.0	1.0	7.0	3.0	0.0	0.0	5.0	1.0	4.0	0.0	5.0	0.0	1.0
k__Bacteria;p__Fusobacteria;c__Fusobacteria	0.0	7.0	5.0	127.0	9.0	47.0	1.0	14.0	113.0	2.0	3.0	61.0	1.0	1.0	0.0	0.0	1.0	2.0	641.0	67.0	1.0	0.0	199.0	0.0	0.0	1.0	13.0	349.0	1420.0	64.0	2.0	0.0	467.0	113.0	5.0	1.0	10.0	0.0	231.0	0.0	137.0	18.0	0.0	126.0	0.0	0.0	0.0	1.0	3.0	3.0	118.0	8.0	4.0	19.0	37.0	0.0	7.0	2.0	0.0	0.0	192.0	2.0	78.0	6.0	7.0	12.0	0.0	18.0	1164.0	386.0
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	152.0	197.0	67.0	119.0	61.0	909.0	169.0	10.0	7.0	10.0	63.0	164.0	214.0	68.0	216.0	784.0	330.0	70.0	56.0	68.0	203.0	463.0	51.0	492.0	246.0	140.0	45.0	362.0	3.0	22.0	398.0	409.0	5.0	4.0	74.0	168.0	34.0	65.0	51.0	179.0	11.0	626.0	191.0	168.0	19.0	192.0	36.0	11.0	108.0	17.0	617.0	99.0	68.0	233.0	227.0	579.0	47.0	48.0	733.0	644.0	8.0	136.0	32.0	303.0	382.0	43.0	169.0	90.0	452.0	20.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	46.0	48.0	341.0	138.0	0.0	195.0	221.0	48.0	61.0	116.0	104.0	129.0	111.0	44.0	39.0	64.0	37.0	215.0	229.0	215.0	35.0	1.0	0.0	45.0	9.0	199.0	62.0	115.0	124.0	429.0	63.0	213.0	219.0	374.0	21.0	46.0	113.0	1.0	132.0	79.0	42.0	16.0	6.0	17.0	101.0	26.0	257.0	0.0	56.0	186.0	116.0	121.0	0.0	167.0	228.0	0.0	0.0	8.0	38.0	0.0	158.0	1.0	154.0	51.0	0.0	0.0	50.0	96.0	503.0	38.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	39.0	0.0	1.0	0.0	87.0	10.0	70.0	0.0	6.0	30.0	12.0	162.0	85.0	28.0	39.0	38.0	1.0	47.0	11.0	62.0	17.0	0.0	14.0	36.0	48.0	2.0	65.0	63.0	3.0	31.0	11.0	35.0	21.0	1.0	0.0	19.0	36.0	0.0	34.0	20.0	54.0	21.0	8.0	38.0	71.0	9.0	3.0	0.0	43.0	20.0	4.0	32.0	0.0	79.0	214.0	3.0	0.0	4.0	14.0	0.0	51.0	0.0	30.0	50.0	37.0	6.0	119.0	36.0	130.0	5.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	5.0	1.0	0.0	0.0	7.0	1.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	130.0	2.0	0.0	0.0	0.0	0.0	6.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	1322.0	3631.0	230.0	32.0	113.0	41.0	638.0	2130.0	467.0	1248.0	1748.0	454.0	105.0	98.0	844.0	43.0	97.0	33.0	165.0	215.0	1279.0	67.0	1816.0	1796.0	135.0	49.0	2437.0	2039.0	3665.0	6.0	3.0	23.0	82.0	608.0	39.0	1815.0	1306.0	70.0	276.0	1014.0	3480.0	2620.0	1295.0	635.0	3778.0	6.0	1058.0	608.0	355.0	12.0	16.0	4.0	1562.0	530.0	406.0	134.0	2689.0	3966.0	2534.0	240.0	476.0	1795.0	265.0	2964.0	1994.0	39.0	1082.0	2312.0	66.0	1056.0
k__Bacteria;p__Proteobacteria;c__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia	0.0	0.0	0.0	0.0	20.0	0.0	0.0	7.0	9.0	1.0	0.0	0.0	3.0	0.0	2.0	6.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	52.0	20.0	64.0	0.0	0.0	0.0	0.0	28.0	22.0	2.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	39.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
k__Bacteria;p__TM7;c__Incertae_sedis	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	4.0	1.0	1.0	1.0	4.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	4.0	2.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	193.0	5.0	0.0	197.0	282.0	0.0	0.0	1.0	0.0	2.0	1192.0	0.0	2549.0	4.0	255.0	2.0	113.0	262.0	16.0	255.0	2.0	624.0	0.0	1.0	2335.0	34.0	1.0	1.0	2.0	1.0	5.0	1.0	7.0	5.0	312.0	2941.0	105.0	2974.0	26.0	2127.0	68.0	17.0	2250.0	1287.0	0.0	273.0	0.0	1.0	0.0	1.0	4.0	520.0	1594.0	1.0	14.0	116.0	285.0	4.0	5.0	0.0	0.0	0.0	137.0	10.0	0.0	24.0	508.0	3.0	3.0	1.0
k__Bacteria;p__unassigned;c__unassigned	8.0	3.0	0.0	3.0	0.0	0.0	0.0	6.0	2.0	20.0	0.0	0.0	2.0	2.0	54.0	23.0	3.0	0.0	1.0	1.0	1.0	1.0	0.0	1508.0	27.0	72.0	4.0	1.0	2.0	2.0	16.0	3.0	5.0	0.0	3.0	1.0	3.0	6.0	22.0	0.0	1.0	0.0	3.0	10.0	5.0	59.0	2.0	2.0	6.0	9.0	3.0	210.0	4.0	8.0	2.0	9.0	3.0	2.0	2.0	1.0	0.0	1.0	8.0	5.0	0.0	4.0	9.0	4.0	5.0	0.0
