Taxon	SRR5367462	SRR5367463	SRR5367464	SRR5367465	SRR5367466	SRR5367467	SRR5367468	SRR5367469	SRR5367470	SRR5367471	SRR5367472	SRR5367473	SRR5367474	SRR5367475	SRR5367476	SRR5367477	SRR5367478	SRR5367479	SRR5367480	SRR5367481	SRR5367482	SRR5367483	SRR5367484	SRR5367485	SRR5367486	SRR5367487	SRR5367488	SRR5367489	SRR5367490	SRR5367491	SRR5367492	SRR5367493	SRR5367494	SRR5367495	SRR5367496	SRR5367497	SRR5367498	SRR5367499	SRR5367500	SRR5367501	SRR5367502.R1	SRR5367503.R1	SRR5367504.R1	SRR5367505.R1	SRR5367506.R1	SRR5367507.R1	SRR5367508.R1	SRR5367509.R1	SRR5367510.R1	SRR5367511.R1	SRR5367512.R1	SRR5367513.R1	SRR5367514.R1	SRR5367515.R1	SRR5367516.R1	SRR5367517.R1	SRR5367518.R1	SRR5367519.R1	SRR5367520.R1	SRR5367521.R1	SRR5367522.R1	SRR5367523.R1	SRR5367524.R1	SRR5367525.R1	SRR5367526.R1	SRR5367527.R1	SRR5367528.R1	SRR5367529.R1	SRR5367530.R1	SRR5367531.R1	SRR5367532.R1	SRR5367533.R1	SRR5367534.R1	SRR5367535.R1	SRR5367536.R1	SRR5367537.R1	SRR5367538.R1	SRR5367539.R1	SRR5367540.R1	SRR5367541.R1	SRR5367542.R1	SRR5367543.R1	SRR5367544.R1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium	9.0	20.0	6.0	22.0	16.0	3.0	7.0	19.0	34.0	0.0	89.0	34.0	4.0	46.0	11.0	3.0	8.0	13.0	4.0	4.0	2.0	10.0	0.0	2.0	0.0	0.0	51.0	17.0	8.0	4.0	17.0	4.0	5.0	44.0	62.0	258.0	127.0	4.0	18.0	2.0	3.0	4.0	0.0	4.0	0.0	50.0	81.0	24.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	5.0	23.0	11.0	10.0	5.0	26.0	15.0	6.0	171.0	11.0	57.0	0.0	1.0	28.0	7.0	3.0	3.0	9.0	18.0	8.0	17.0	0.0	1.0	8.0	12.0	22.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Gracilibacter	1.0	3.0	8.0	5.0	6.0	2.0	0.0	61.0	117.0	83.0	3.0	3.0	0.0	19.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	31.0	5.0	0.0	17.0	0.0	0.0	0.0	1.0	0.0	12.0	1.0	29.0	29.0	3.0	0.0	0.0	0.0	3.0	6.0	5.0	5.0	0.0	33.0	28.0	2.0	0.0	0.0	0.0	0.0	0.0	50.0	1.0	72.0	49.0	141.0	120.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	25.0	3.0	64.0	49.0	0.0	0.0	0.0	0.0	125.0	130.0	158.0	0.0	0.0	9.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Lutispora	9.0	2.0	2.0	0.0	2.0	8.0	1.0	3.0	0.0	1.0	1.0	0.0	2.0	4.0	0.0	1.0	2.0	16.0	0.0	7.0	6.0	6.0	0.0	15.0	4.0	0.0	0.0	1.0	4.0	1.0	1.0	2.0	3.0	7.0	9.0	3.0	22.0	2.0	2.0	0.0	5.0	9.0	1.0	5.0	3.0	1.0	1.0	7.0	0.0	0.0	0.0	12.0	0.0	7.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	2.0	0.0	29.0	10.0	14.0	2.0	7.0	2.0	0.0	3.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Incertae_Sedis_XI;g__Clostridium_XII	0.0	0.0	1.0	3.0	3.0	1.0	6.0	3.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	4.0	2.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	5.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	5.0	4.0	1.0	1.0	2.0	3.0	2.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Incertae_sedis;g__Incertae_sedis	6.0	24.0	1.0	5.0	8.0	2.0	3.0	0.0	0.0	0.0	11.0	1.0	0.0	0.0	0.0	2.0	3.0	3.0	0.0	0.0	0.0	0.0	10.0	52.0	19.0	0.0	7.0	1.0	0.0	0.0	3.0	0.0	5.0	0.0	63.0	10.0	11.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	3.0	1.0	0.0	4.0	0.0	11.0	1.0	2.0	3.0	0.0	3.0	0.0	0.0	1.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	15.0	17.0	30.0	2.0	1.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	3.0	8.0	6.0	4.0	4.0	3.0	2.0	6.0	0.0	0.0	4.0	14.0	2.0	7.0	3.0	16.0	1.0	12.0	11.0	37.0	20.0	5.0	1.0	5.0	0.0	5.0	1.0	5.0	6.0	24.0	9.0	3.0	53.0	2.0	13.0	57.0	57.0	5.0	1.0	0.0	0.0	0.0	4.0	5.0	2.0	14.0	20.0	2.0	0.0	16.0	19.0	30.0	1.0	6.0	0.0	35.0	25.0	14.0	16.0	1.0	2.0	9.0	27.0	39.0	12.0	12.0	6.0	20.0	5.0	3.0	8.0	7.0	0.0	25.0	5.0	8.0	5.0	4.0	10.0	0.0	2.0	5.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	42.0	37.0	97.0	53.0	37.0	33.0	15.0	78.0	27.0	25.0	65.0	12.0	4.0	12.0	27.0	34.0	13.0	23.0	63.0	87.0	78.0	72.0	28.0	34.0	19.0	45.0	47.0	38.0	30.0	56.0	36.0	17.0	62.0	64.0	15.0	75.0	130.0	13.0	5.0	12.0	12.0	16.0	16.0	27.0	29.0	90.0	102.0	57.0	0.0	69.0	160.0	72.0	24.0	53.0	1.0	34.0	45.0	75.0	72.0	24.0	27.0	46.0	72.0	80.0	44.0	56.0	49.0	92.0	87.0	41.0	62.0	69.0	4.0	25.0	35.0	12.0	35.0	38.0	35.0	36.0	113.0	34.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVa	215.0	142.0	329.0	195.0	283.0	69.0	155.0	152.0	76.0	89.0	139.0	137.0	123.0	60.0	70.0	132.0	108.0	129.0	198.0	154.0	73.0	137.0	64.0	85.0	41.0	218.0	50.0	118.0	167.0	204.0	83.0	35.0	130.0	177.0	176.0	65.0	82.0	52.0	59.0	40.0	111.0	160.0	70.0	133.0	95.0	159.0	101.0	83.0	138.0	84.0	88.0	104.0	148.0	274.0	28.0	111.0	211.0	167.0	171.0	53.0	71.0	98.0	194.0	138.0	147.0	239.0	61.0	56.0	147.0	252.0	112.0	181.0	40.0	47.0	92.0	121.0	169.0	150.0	92.0	44.0	144.0	23.0	8.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVb	2.0	5.0	1.0	3.0	1.0	1.0	5.0	9.0	1.0	18.0	1.0	3.0	1.0	2.0	1.0	4.0	1.0	0.0	0.0	13.0	11.0	4.0	52.0	5.0	29.0	13.0	2.0	0.0	1.0	0.0	5.0	1.0	2.0	8.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	8.0	0.0	0.0	26.0	3.0	7.0	37.0	3.0	0.0	1.0	2.0	1.0	0.0	2.0	1.0	23.0	2.0	1.0	3.0	4.0	0.0	1.0	3.0	13.0	16.0	5.0	44.0	29.0	9.0	28.0	2.0	0.0	9.0	0.0	5.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	30.0	42.0	46.0	33.0	30.0	7.0	8.0	50.0	23.0	30.0	45.0	10.0	30.0	33.0	13.0	17.0	13.0	24.0	10.0	25.0	18.0	91.0	36.0	7.0	11.0	39.0	21.0	48.0	22.0	26.0	33.0	5.0	43.0	220.0	46.0	105.0	134.0	22.0	45.0	4.0	16.0	9.0	1.0	6.0	11.0	87.0	83.0	14.0	5.0	21.0	15.0	20.0	14.0	96.0	5.0	48.0	78.0	80.0	89.0	18.0	13.0	1.0	43.0	3.0	14.0	24.0	7.0	33.0	30.0	136.0	41.0	72.0	15.0	13.0	7.0	14.0	35.0	44.0	44.0	43.0	13.0	6.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	6.0	2.0	6.0	16.0	10.0	11.0	5.0	34.0	8.0	7.0	29.0	2.0	1.0	5.0	6.0	14.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	14.0	0.0	14.0	6.0	22.0	18.0	1.0	28.0	26.0	34.0	48.0	67.0	0.0	0.0	1.0	10.0	9.0	3.0	3.0	16.0	15.0	18.0	21.0	4.0	3.0	5.0	6.0	1.0	10.0	3.0	0.0	3.0	7.0	12.0	5.0	7.0	1.0	16.0	67.0	19.0	22.0	39.0	39.0	19.0	10.0	15.0	15.0	11.0	16.0	35.0	17.0	8.0	19.0	6.0	1.0	17.0	11.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia	1.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	1.0	0.0	0.0	2.0	0.0	3.0	3.0	3.0	0.0	2.0	0.0	2.0	2.0	0.0	5.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Howardella	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Incertae_sedis	1.0	1.0	1.0	0.0	1.0	4.0	2.0	2.0	2.0	2.0	3.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	15.0	1.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	15.0	1.0	14.0	6.0	7.0	7.0	0.0	0.0	0.0	5.0	22.0	0.0	2.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	0.0	1.0	4.0	4.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	11.0	7.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	9.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lactonifactor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella	0.0	0.0	4.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	5.0	1.0	10.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	3.0	2.0	6.0	2.0	0.0	0.0	0.0	7.0	3.0	9.0	5.0	0.0	0.0	0.0	36.0	0.0	8.0	0.0	0.0	4.0	0.0	18.0	22.0	5.0	0.0	8.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Parasporobacterium	1.0	3.0	3.0	1.0	2.0	3.0	2.0	2.0	0.0	6.0	0.0	1.0	0.0	0.0	1.0	4.0	5.0	1.0	0.0	7.0	2.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	4.0	2.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	1.0	9.0	10.0	0.0	0.0	1.0	4.0	3.0	0.0	3.0	0.0	1.0	8.0	7.0	4.0	3.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	8.0	1.0	3.0	1.0	1.0	8.0	3.0	9.0	7.0	7.0	2.0	6.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio	28.0	8.0	7.0	4.0	0.0	0.0	0.0	2.0	0.0	11.0	41.0	14.0	17.0	14.0	0.0	36.0	0.0	4.0	15.0	0.0	0.0	0.0	1.0	12.0	0.0	1.0	6.0	4.0	2.0	33.0	7.0	0.0	0.0	0.0	51.0	65.0	60.0	7.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	9.0	0.0	0.0	0.0	3.0	3.0	0.0	1.0	0.0	1.0	3.0	12.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	6.0	2.0	0.0	4.0	1.0	13.0	2.0	1.0	10.0	15.0	16.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella	0.0	0.0	4.0	2.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	170.0	71.0	22.0	28.0	15.0	8.0	8.0	61.0	7.0	21.0	65.0	46.0	45.0	58.0	46.0	197.0	36.0	22.0	54.0	196.0	70.0	126.0	42.0	43.0	53.0	4.0	24.0	49.0	34.0	83.0	45.0	2.0	10.0	35.0	120.0	146.0	213.0	42.0	60.0	0.0	60.0	94.0	54.0	54.0	35.0	94.0	118.0	70.0	0.0	2.0	27.0	71.0	0.0	99.0	1.0	63.0	80.0	117.0	123.0	15.0	2.0	2.0	48.0	9.0	33.0	18.0	0.0	17.0	44.0	61.0	70.0	75.0	5.0	27.0	39.0	42.0	101.0	46.0	97.0	96.0	328.0	17.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Syntrophococcus	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__unassigned	11.0	6.0	34.0	34.0	51.0	7.0	4.0	13.0	3.0	8.0	11.0	21.0	4.0	9.0	2.0	17.0	7.0	13.0	23.0	24.0	29.0	15.0	5.0	7.0	8.0	6.0	7.0	11.0	5.0	21.0	14.0	0.0	4.0	6.0	35.0	13.0	22.0	5.0	8.0	3.0	2.0	1.0	2.0	1.0	4.0	3.0	6.0	1.0	15.0	4.0	8.0	12.0	2.0	40.0	1.0	7.0	9.0	10.0	7.0	5.0	12.0	6.0	10.0	8.0	15.0	12.0	5.0	5.0	2.0	17.0	8.0	7.0	3.0	6.0	12.0	7.0	6.0	13.0	6.0	30.0	13.0	3.0	6.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Desulfonispora	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Peptococcus	0.0	0.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	2.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_2;g__Desulfotomaculum	3.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_2;g__Pelotomaculum	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Acetoanaerobium	0.0	0.0	0.0	0.0	2.0	0.0	1.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	15.0	0.0	0.0	4.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	5.0	3.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium_XI	4.0	4.0	0.0	22.0	2.0	3.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	31.0	7.0	4.0	4.0	1.0	2.0	1.0	1.0	3.0	2.0	0.0	0.0	4.0	5.0	2.0	7.0	1.0	17.0	7.0	0.0	1.0	1.0	0.0	1.0	1.0	12.0	3.0	17.0	0.0	6.0	1.0	0.0	0.0	0.0	3.0	5.0	8.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	7.0	15.0	5.0	0.0	7.0	5.0	1.0	1.0	1.0	6.0	4.0	2.0	8.0	10.0	7.0	5.0	14.0	5.0	4.0	7.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Filifactor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
