species	ERR2162200	ERR2162201	ERR2162202	ERR2162203	ERR2162204	ERR2162205	ERR2162206	ERR2162207	ERR2162208	ERR2162209	ERR2162210	ERR2162211	ERR2162212	ERR2162213	ERR2162214	ERR2162215	ERR2162216	ERR2162217	ERR2162218	ERR2162219	ERR2162220	ERR2162221	ERR2162222	ERR2162223	ERR2162224
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA	0	0	0	0	0	0.27747	0	0	0	1.49152	0	0	1.35635	0.44122	1.47148	1.08741	0	1.65998	1.18718	0	0	0.44029	1.14538	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_4_3_54A2FAA	0	0	0	0	0	0	0	0	0	0	0	0	0.46286	0	0	0	0.32193	0.29572	0.79996	0	0.19913	0	0.19128	0	1.47906
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified	0.32076	2.82755	1.35303	5.66234	2.66281	5.44499	4.62161	4.59478	2.09266	0.29905	1.37412	2.24419	14.1758	2.30401	0.31125	1.51864	13.38229	0.61686	6.31015	5.6342	2.67625	9.38586	3.49334	0.0787	4.31255
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_variabile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	0	0	0	0.14819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2542	0	0	0	0.43053
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_unclassified	0	0	0.21788	0	0	0	0.02098	0.04187	0	0.03235	0	0.00628	0	0.01615	0.02915	0.01637	0.05679	0.02083	0.07032	0	0	0	0	0	0.02526
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_innocuum	0	0	0.00667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00239	0	0	0	0	0	0	0	0.00544
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum	0	0	0	0	0	0	0	0	0	0.00093	0	0	0	0.00354	0.00224	0.00243	0.01494	0	0.0204	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3	0	0.00312	0	0	0	0	0	0	0	0	0	0	0.00224	0	0.0088	0	0	0	0.00276	0	0.00088	0	0	0	0.0013
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A	0	0.00581	0.00403	0	0	0	0	0	0	0	0	0	0.00293	0	0.00396	0	0.00222	0	0	0	0	0.00062	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_5_2_54FAA	0	0	0	0	0	0	0	0	0	0	0.00146	0	0	0	0	0	0	0	0.01206	0	0.00139	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_6_1_45	0	0.00573	0.00352	0	0	0	0.0011	0.00232	0	0	0	0	0	0	0	0.00151	0.03531	0	0	0	0	0	0	0	0.00922
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme	0	1.48938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09687	0	0	0	0.09909	0	0	0	1.0055
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_cylindroides	0.01727	0	0	0.18429	0.01377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06885	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_dolichum	0	0	0.00981	0	0	0.00846	0	0	0	0	0	0	0	0	0.02709	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis	0	0.00485	0	0.00166	0	0.15803	0.07821	0.26092	0.0707	0.17762	0	0	0	0.00649	0	0.21407	0.14605	0.01856	0.24035	0.01399	0.10358	0.01817	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_AP2	0	0	0.57455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_unclassified	0.01018	0	0	0.00591	0.01247	0	0.06223	0	0	0	0	0	0.05561	0.01356	0.11354	0	0	0.02776	0	0	0	0	0.0313	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei	0	0	0	0	0	0	0	0	0	0	0	0	0.33174	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis	0	0	0	0	0	0.01621	0	0	0	0	0	0	0	0.01748	0	0	0	0	0	0.01609	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_unclassified	0	0	0	0	0	0.03711	0	0	0	0	0	0	0	0.00805	0	0	0	0	0	0.02596	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0	0.14411	0	0	0	0	0	0	0	0	3.20816	0	0	0	0	0	0	0	0	0	0.79522	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_D21	0	0	0	2.49789	0	0	0	0	0	0	0	0	0	1.49037	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_sp_HPA0509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85826	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_unclassified	1.0799	2.27982	0	0	0	0	0	0	0	0	2.65813	0	0	0.62629	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0	0	0.81988	1.08378	0	0	0	0	4.76934	1.58545	0.53121	0	0.13541	0	0	2.78194	0	0	1.05778	2.28193	0.61756	0.7521	0	0	0.23769
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0098	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_unclassified	0	0	0	0.87405	0	0	0	0	0	0	0	0	0	0.02581	0	0	0	0	0	0	0	0	0	0.98354	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_multacida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09516	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43919	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0	0	0.03304	0	0	0	0	0	0	0	0.00619	0	0.01121	0	0	0	0	0	0	0	0	0	0	0.11042	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0	0.00164	0	0	0	0	0	0	0	0	0.00735	0	0.00569	0	0	0	0	0	0	0.00237	0.00331	0	0	0.07854	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0	0.00849	0	0	0.03652	0	0	0	0	0.01248	0.04246	0	0.00794	0	0	0	0	0	0	0.02574	0.00763	0	0.00064	0.04848	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified	0	0.04595	0.0053	0	0.05496	0.00875	0.00856	0.00184	0	0.00954	0.05926	0.0003	0.03069	0	0.00192	0	0	0.00609	0	0.04596	0.0189	0.00524	0.03453	0.138	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19286	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0.00073	0	0	0.0517	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47	0	0.07214	0	0.04552	0.01299	0.47563	0	0.58673	0.73745	0	0.48859	0.10701	0	0.21394	1.18263	0.45394	0	0	0.0727	0.25531	0	0.0047	0.03381	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes	0	0.02469	0	0	0	0.02951	0	0.02579	0.02625	0	0	0	0.0393	0	0	0	0	0	0.02587	0	0.00225	0.00307	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0	0.11463	0	0.00549	0.59605	0.29489	0	0.83025	0.06148	0	0.4129	0.03519	0	0.29854	0.83023	0	0	0	0.00409	0.05045	0.00747	0.00321	0.19319	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	0	0.64741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93711	2.22244	1.49714	0	0	2.04233	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_unclassified	0	1.73799	2.91545	0.08551	0.65805	0.69394	0	2.27489	0.3459	0.64206	0.04546	0	1.43618	1.35134	0.92666	0	0	0.76937	0.67445	0.81675	0.48348	0.38776	0.7722	0	0.00305
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	0	0.11547	0.26272	0	0.04184	0.01916	0	0	0.23689	0.1573	0	0	0.0588	0.1654	0.05894	0	0	0.08943	0.02304	0	0.00038	0.01345	0.05345	0	0.0024
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans	0	0.70565	0.07727	0	0	0.02014	0	0.20488	0	0.14688	0.03796	0	0.27802	0	0	0.24776	0	0	0.19114	0	0.24342	0.03032	0	0	0.36837
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_ureolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01905	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii	0	0	0	0	0	0	0.04786	0	0	0.06016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_unclassified	0	0	0	0	0	0	0.02213	0	0	0.12254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01747	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0.31568	0	3.34373	0.11842	0.92821	0	11.92735	0.02006	0.02836	1.18076	5.38017	0	0.62084	0	0	0.03537	4.38649	0	0.00916	0.00969	0.00361	0.0032	0.0193	2.58688	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified	0.16926	0	0.15228	0	0	0	2.03333	0.02706	0.01119	0.24028	0.32523	0	0	0.00671	0.00858	0.05965	0.73843	0.00799	0.00628	0.01561	0	0.01849	0.01	1.12992	0.27458
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0.0267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	0	0	0	0	0.0515	0	0	0.00614	0	0	2.21855	0.79551	0	0	0	0	0	0	0	0	0	0	0.07654	0.25089	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_unclassified	0	0	0	0	0	0	0	0.00713	0.04438	0.00415	0	0	0	0	0	0	0	0	0	0.00178	0	0	0.05163	0	0.00412
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Proteus|s__Proteus_mirabilis	0	0	0.01466	0	0	0	0.40409	0	0	0.02301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Proteus|s__Proteus_penneri	0	0	0	0	0	0	0	0	0	0.00442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Proteus|s__Proteus_unclassified	0	0	0	0	0	0	0	0	0	0.00391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_ornithinolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0.99865
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	0	0.03087	0	0.0265	0.13659	0.00048	0	0	0	0.0352	0.01185	0	0.03912	0	0	0	0	0.09859	0.02245	0.15564	0	0.01176	0.21686	0.92808	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0.02406	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.02108	0	0	0	0.01789	0	0	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila	0.00694	4.56673	0	0	0	0.31396	0.10737	10.47057	0	0	0.41631	0	0.30433	0	0	1.59098	0	0	0.35868	1.31566	0	0	0	1.28112	25.24608
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Epsilon15likevirus|s__Epsilon15likevirus_unclassified	0	0.01107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus|s__C2likevirus_unclassified	0	0	0	0	0	0.00199	0	0.16832	0	0	0	0.02083	0	0.04317	0	0	3.08562	0	0.36966	0	0.00208	0	0	0.01116	0.00633
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus|s__Lactococcus_phage_bIL67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.47225	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactococcus_phage_936_sensu_lato	0	0	0	0	0	0	0	0	0	0.2473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Staphylococcus_phage_PVL	0	0	0.06999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Secoviridae|g__Sequivirus|s__Parsnip_yellow_fleck_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00866	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Mastadenovirus|s__Human_adenovirus_D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00288	0
