Taxon	SRR6000872	SRR6000875	SRR6000876	SRR6000879	SRR6000880	SRR6000881	SRR6000882	SRR6000883	SRR6000884	SRR6000885	SRR6000886	SRR6000887	SRR6000888	SRR6000889	SRR6000897	SRR6000898	SRR6000904	SRR6000913	SRR6000914	SRR6000915	SRR6000916	SRR6000917	SRR6000918	SRR6000919	SRR6000922	SRR6000923	SRR6000924	SRR6000925	SRR6000926	SRR6000927	SRR6000928	SRR6000929	SRR6000930	SRR6000933	SRR6000934	SRR6000935	SRR6000936	SRR6000937	SRR6000938	SRR6000939	SRR6000941	SRR6000948
k__Bacteria;p__Firmicutes;c__Erysipelotrichia	102.0	491.0	54.0	298.0	108.0	501.0	98.0	108.0	25.0	32.0	237.0	133.0	27.0	200.0	74.0	62.0	128.0	149.0	247.0	112.0	93.0	469.0	664.0	347.0	127.0	98.0	5.0	31.0	96.0	60.0	37.0	51.0	346.0	78.0	181.0	201.0	85.0	71.0	64.0	300.0	294.0	569.0
k__Bacteria;p__Firmicutes;c__Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes	1215.0	39.0	98.0	49.0	308.0	380.0	78.0	221.0	42.0	34.0	215.0	297.0	41.0	455.0	92.0	167.0	177.0	188.0	102.0	86.0	92.0	84.0	1.0	319.0	37.0	447.0	642.0	91.0	185.0	83.0	2761.0	112.0	6.0	132.0	94.0	48.0	86.0	48.0	228.0	634.0	93.0	106.0
k__Bacteria;p__Firmicutes;c__unassigned	33.0	0.0	0.0	1.0	0.0	22.0	0.0	1.0	1.0	110.0	4.0	25.0	14.0	92.0	16.0	0.0	1.0	1.0	27.0	26.0	3.0	97.0	34.0	0.0	32.0	0.0	6.0	10.0	47.0	1.0	4.0	1.0	2.0	10.0	0.0	17.0	0.0	46.0	43.0	0.0	7.0	30.0
k__Bacteria;p__Fusobacteria;c__Fusobacteria	0.0	0.0	0.0	0.0	3.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	9.0	0.0	0.0	0.0	1.0	2.0	9.0	1.0	0.0	1.0
k__Bacteria;p__Incertae_sedis;c__Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria	13.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	164.0	0.0	0.0	0.0	0.0	90.0	0.0	284.0	28.0	140.0	175.0	16.0	116.0	5.0	65.0	16.0	80.0	276.0	224.0	313.0	7.0	61.0	24.0	284.0	46.0	76.0	142.0	2.0	1.0	231.0	1.0	0.0	23.0	0.0	32.0	137.0	62.0	127.0	3.0	0.0	291.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	85.0	46.0	171.0	114.0	0.0	29.0	225.0	207.0	353.0	42.0	308.0	49.0	0.0	14.0	196.0	177.0	181.0	10.0	59.0	0.0	34.0	2.0	143.0	0.0	111.0	217.0	2.0	2.0	181.0	206.0	34.0	782.0	0.0	85.0	228.0	86.0	159.0	36.0	0.0	17.0	59.0	31.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	163.0	9.0	150.0	0.0	0.0	55.0	4.0	39.0	142.0	19.0	41.0	1.0	39.0	529.0	49.0	309.0	64.0	221.0	69.0	34.0	0.0	42.0	77.0	0.0	17.0	17.0	81.0	125.0	40.0	38.0	4.0	54.0	245.0	25.0	10.0	0.0	0.0	13.0	101.0	89.0	59.0	44.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	1.0	15.0	10.0	155.0	65.0	888.0	7.0	39.0	664.0	3.0	9.0	0.0	1.0	18.0	183.0	0.0	5.0	432.0	10.0	27.0	1202.0	1.0	0.0	649.0	165.0	1.0	34.0	56.0	5.0	100.0	1111.0	883.0	293.0	1506.0	3.0	495.0	1.0	350.0	1019.0	123.0	24.0	13.0
k__Bacteria;p__Proteobacteria;c__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia	16.0	0.0	1.0	0.0	0.0	0.0	11.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	386.0	0.0	0.0	0.0	0.0	268.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes	0.0	1.0	0.0	0.0	0.0	34.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	74.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Spartobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	588.0	149.0	1.0	1.0	1.0	1.0	256.0	0.0	1671.0	286.0	547.0	1.0	279.0	155.0	5.0	632.0	4.0	69.0	992.0	169.0	1.0	106.0	4.0	0.0	128.0	1.0	8.0	1247.0	115.0	1.0	3836.0	3.0	0.0	2.0	1297.0	7.0	3.0	158.0	258.0	26.0	246.0	462.0
k__Bacteria;p__Verrucomicrobia;c__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__unassigned;c__unassigned	285.0	3.0	0.0	28.0	33.0	74.0	5.0	78.0	38.0	245.0	8.0	225.0	6.0	11.0	19.0	107.0	24.0	98.0	51.0	5.0	280.0	3.0	10.0	2.0	21.0	1.0	91.0	143.0	323.0	122.0	16.0	0.0	63.0	68.0	3.0	20.0	3.0	208.0	41.0	152.0	2.0	4.0
