Taxon	SRR9207262	SRR9207263	SRR9207264	SRR9207265	SRR9207266	SRR9207267	SRR9207268	SRR9207269	SRR9207270	SRR9207271	SRR9207272	SRR9207273	SRR9207274	SRR9207275	SRR9207276	SRR9207277	SRR9207278	SRR9207279	SRR9207280	SRR9207281	SRR9207282	SRR9207283	SRR9207284	SRR9207285	SRR9207286	SRR9207287	SRR9207288	SRR9207289	SRR9207290	SRR9207291	SRR9207292	SRR9207293	SRR9207294	SRR9207295	SRR9207296	SRR9207297	SRR9207298	SRR9207299	SRR9207300	SRR9207301	SRR9207302	SRR9207303	SRR9207304	SRR9207305	SRR9207306	SRR9207307	SRR9207308	SRR9207309
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	4.0	105.0	1.0	1.0	25.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	33.0	182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	564.0	0.0	1.0	0.0	11.0	11.0	115.0	0.0	0.0	0.0	82.0	22.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	222.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae_1	8.0	102.0	0.0	117.0	1.0	1.0	8.0	0.0	1.0	12.0	0.0	0.0	9.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	28.0	43.0	94.0	2.0	0.0	0.0	3.0	4.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__unassigned	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.0	7.0	60.0	0.0	2.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	276.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	18.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.0	0.0	133.0	18.0	45.0	5.0	8.0	8.0	88.0	6.0	19.0	4.0	24.0	23.0	73.0	46.0	1.0	3.0	0.0	6.0	5.0	1.0	52.0	8.0	14.0	8.0	11.0	21.0	17.0	15.0	3.0	8.0	12.0	1.0	5.0	13.0	2.0	3.0	24.0	0.0	25.0	75.0	8.0	9.0	2.0	99.0	1.0	2.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__unassigned	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1	212.0	8.0	248.0	16.0	275.0	94.0	8.0	13.0	24.0	10.0	7.0	5.0	197.0	234.0	47.0	18.0	3.0	27.0	16.0	15.0	1055.0	2.0	278.0	183.0	75.0	37.0	62.0	25.0	284.0	18.0	14.0	16.0	286.0	9.0	15.0	17.0	8.0	23.0	154.0	0.0	28.0	0.0	91.0	322.0	40.0	530.0	47.0	79.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_4	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	3.0	4.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI	0.0	7.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XII	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII	8.0	0.0	0.0	4.0	9.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	50.0	48.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	3.0	6.0	0.0	0.0	0.0	0.0	1.0	2.0	11.0	4.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	8.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	17.0	52.0	224.0	376.0	161.0	17.0	96.0	53.0	111.0	167.0	159.0	115.0	57.0	86.0	154.0	192.0	10.0	31.0	53.0	112.0	5.0	314.0	109.0	8.0	22.0	25.0	128.0	67.0	150.0	80.0	235.0	47.0	60.0	201.0	95.0	57.0	286.0	0.0	20.0	122.0	66.0	16.0	154.0	403.0	114.0	11.0	29.0	4.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae	11.0	10.0	16.0	32.0	23.0	0.0	3.0	0.0	0.0	2.0	3.0	1.0	10.0	7.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0	5.0	161.0	0.0	0.0	1.0	67.0	105.0	128.0	12.0	2.0	1.0	5.0	8.0	0.0	1.0	22.0	0.0	3.0	5.0	2.0	0.0	13.0	25.0	5.0	12.0	5.0	4.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Incertae_Sedis_XI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Incertae_sedis	4.0	4.0	3.0	5.0	0.0	0.0	9.0	0.0	0.0	17.0	10.0	20.0	6.0	11.0	0.0	1.0	0.0	5.0	0.0	1.0	0.0	0.0	6.0	2.0	5.0	7.0	7.0	5.0	7.0	2.0	4.0	1.0	5.0	13.0	17.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	5.0	1.0	18.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	1375.0	937.0	2251.0	1893.0	3199.0	1375.0	4541.0	2826.0	2969.0	1860.0	2638.0	1383.0	1996.0	2463.0	3072.0	2434.0	686.0	1731.0	2190.0	2811.0	2921.0	1662.0	1125.0	4436.0	1143.0	2844.0	1669.0	1530.0	1021.0	1212.0	2148.0	803.0	2121.0	1350.0	1519.0	1733.0	2374.0	4099.0	3627.0	2105.0	3641.0	1317.0	2272.0	2039.0	1787.0	2001.0	1835.0	2036.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1	0.0	0.0	0.0	0.0	6.0	0.0	0.0	19.0	0.0	5.0	10.0	1.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	4.0	5.0	4.0	0.0	0.0	2.0	3.0	9.0	10.0	5.0	2.0	0.0	6.0	13.0	1.0	7.0	0.0	29.0	17.0	2.0	520.0	29.0	24.0	4.0	0.0	2.0	7.0	8.0	33.0	37.0	4.0	3.0	1.0	1.0	11.0	4.0	0.0	102.0	46.0	3.0	0.0	1.0	41.0	174.0	0.0	7.0	30.0	32.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	1486.0	1416.0	1654.0	1398.0	1712.0	5106.0	2365.0	1556.0	2573.0	2468.0	2353.0	2048.0	2256.0	4021.0	2155.0	1571.0	356.0	1469.0	1487.0	1707.0	1112.0	892.0	2414.0	2220.0	2304.0	2324.0	2729.0	2122.0	2801.0	1605.0	388.0	203.0	2239.0	1897.0	1219.0	332.0	1579.0	167.0	1956.0	280.0	1906.0	827.0	2673.0	1555.0	1655.0	2103.0	1898.0	1204.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__unassigned	881.0	41.0	47.0	130.0	267.0	4.0	73.0	2.0	66.0	37.0	24.0	22.0	318.0	335.0	30.0	58.0	6.0	19.0	8.0	9.0	4.0	4.0	75.0	788.0	1189.0	934.0	32.0	30.0	47.0	10.0	46.0	22.0	311.0	17.0	4.0	1.0	23.0	61.0	3.0	2.0	41.0	17.0	125.0	47.0	4.0	30.0	20.0	825.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Natranaerobiales;f__Natranaerobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__unassigned;f__unassigned	3.0	5.0	3.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	14.0	1.0	3.0	4.0	29.0	11.0	24.0	1.0	1.0	1.0	1.0	27.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	2.0	3.0	1.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae	57.0	102.0	124.0	294.0	208.0	190.0	194.0	45.0	140.0	64.0	68.0	18.0	66.0	50.0	85.0	276.0	39.0	639.0	145.0	296.0	193.0	21.0	78.0	46.0	17.0	139.0	120.0	51.0	231.0	136.0	800.0	238.0	56.0	61.0	124.0	138.0	483.0	1242.0	107.0	9.0	110.0	88.0	306.0	181.0	198.0	63.0	409.0	27.0
