species	SRR6000869	SRR6000870	SRR6000871	SRR6000873	SRR6000874	SRR6000877	SRR6000878	SRR6000890	SRR6000891	SRR6000892	SRR6000893	SRR6000894	SRR6000895	SRR6000896	SRR6000899	SRR6000900	SRR6000901	SRR6000902	SRR6000903	SRR6000905	SRR6000906	SRR6000907	SRR6000908	SRR6000909	SRR6000910	SRR6000911	SRR6000912	SRR6000920	SRR6000921	SRR6000931	SRR6000932	SRR6000940	SRR6000942	SRR6000943	SRR6000944	SRR6000945	SRR6000946	SRR6000947	SRR6000949
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	0.13804	0.02474	0.20841	0.19319	0.02726	0.46102	0.02331	0.02448	0.27647	0.00049	0.01627	0.09135	0.43663	0.05735	0.11991	6.25397	0.02008	0.11752	0.38787	0.40297	0.00545	1.98945	1.05739	0.20994	0.14338	0.01024	0.10781	0.07125	0.02129	0.01948	0	0	0.20351	0.51058	0.00727	2.00005	0	0.01488	0.02294
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	0.00337	0.22445	0.0103	1.03114	0.16919	0	0.0622	0.56786	0.01734	0.2263	0.14704	0.19881	0.15672	0.01939	0.38079	0	0.03419	0.83946	0.26294	0.14117	0.4328	0.0822	0	0.66514	0.19404	0.24436	0.07899	0.49507	0.2293	0.30627	0.18156	0.18004	0	0.12166	0.08294	0.00095	0.00202	1.01876	0.21696
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	0.08513	1.07922	0.17946	4.84025	0.5489	0.04329	1.94001	0.78899	1.57719	1.61462	0.42259	0.3056	0.34047	0.12698	2.76538	7.79344	0.55914	1.82577	5.12669	4.63484	0.18591	1.48952	1.29677	4.95816	1.15878	0.82937	0.2356	1.56575	0.53785	0.85404	0.35074	2.8258	2.98582	3.64154	0.17785	1.8179	1.43458	2.00884	1.93046
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0	0.06676	0	0	0	0.02523	0	0	0	0	0.24118	0	0.10016	0	0.3886	0	0	0.0313	0	0	0.03068	0	0	0	0	0	0.10055	0	0	0.0923	0.15981	0	0	0	0.04387	0	0	0.06962	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0	0.06909	0	0.08217	0.31575	0.04166	0	0	0.07492	0	0.46154	0.46248	1.39032	0	2.37683	0	0	0.87539	0.29508	1.68977	0.09845	0	0	1.36969	0	0.04948	0	0	0.4846	0.09164	0	0.08293	0	0	0.11411	0	0	0.48767	0.43965
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1	0	0	0	0	0	0	0.4813	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70604	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0	0.18452	0	0.20664	0.59297	0	0	0	0	0.07629	0.25202	0.29036	0.33362	0	0.365	0	0.36076	0.2728	1.15925	0	0.12522	0	0.43229	2.10653	0.17331	0.17031	0	0.19593	0.14342	0.26403	0.21938	0	0	0.1442	0.06293	0	0	0.18276	0.11338
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0.30363	1.15364	0	0.13763	2.48215	0.00301	0	0	0	0	0	0.12319	0.78949	0	3.16062	0	0.58111	0.05654	0	3.98852	0.09123	0	0	0	1.31904	0.19678	0.17043	0.07476	0.20892	1.54755	0	0	0	0.00202	0.03067	0	0	0.71526	1.10998
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified	0	0	0	0	0	0.00275	0	0.01837	0.00529	0.03916	0	0	0	0	0	0	0	0	0	0	0	0.00895	0	0	0	0	0	0	0	0	0	0.00336	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA	0	0	0	0.12466	0.17456	0	0.54641	0	0	0.34645	0.01849	0.11831	0.00896	0.12564	0	0	0	0	0	0.46676	1.73425	0.57668	0	0	0	0.03039	0.09798	0.02043	0	0.02627	0.16016	0.03569	0	0	0.022	0	0	0.04848	0.08014
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA	0.09979	0.00882	0	0	0.04588	0	0	0	0	0	0.00116	0.00086	0	0.00069	0.10295	0	0.03187	0.1069	0.15228	0.06605	0	0.53736	0	0.02542	0	0.03912	0	0	0.03741	0.01494	0.00785	0	0	0.02394	0.00375	0	0.01367	0.04434	0.00183
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_46FAA	0	0	0	0.10806	0	0	0	0	0	0	0	0.84428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA	0.01984	0.00642	0.00991	0.04303	0.01776	0.19214	0.00695	0.09394	0.0462	0	0	0.00674	0.09993	0	0.75632	0.13856	0	0.03495	0	0.00692	0	1.30647	0	0.00569	0	0	0	0.60333	0	0.00098	0	0	0	0.01227	0.01241	0	0	0	0.00921
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA	0.00331	0.21498	0.01401	0.03812	0.00098	0	0.10588	0.03094	0.12414	0.01999	0.13688	0.0014	0.01359	0.09616	0.07687	0	0.00485	0.04515	0.00985	0.35108	0.23707	0.02293	0.24522	0.36122	0	0.1225	0.06505	0.00193	0.18737	0.20365	0.13122	0.32135	0.07332	0.39294	0.05822	0	0.00295	0.86197	0.06881
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	0.0406	0.00953	0	0.34096	0.00545	0	0	0	0.00582	0.00047	0	0	0.00142	0.0047	0.008	0	0.03441	0.01847	0	0	0.00065	0.0195	0.12201	0.0676	0.04857	0.00081	0.02536	0.05289	0.01087	0.00262	0.05491	0.14445	0.05333	0.03562	0.0041	0	0	0.00594	0.00321
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_4_1_37FAA	0	0	0	0	0	0	0	0	0	0	0	0.03532	0.00065	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0.00482	0	0	0	0	0.00227	0.00772	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA	0.02413	0	0	0.12006	0	0.04704	0	0.00939	0	0	0	0	0.00089	0.00171	0	0	0.15457	0	0	0	0	0.01501	0.03072	0.03846	0	0	0.00436	0.02867	0	0	0	0.0556	0.14219	0.03706	0	0.05609	0.04239	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA	0.08904	0.00302	0	0	0.00581	0	0.18961	0.00405	0	0.35358	0.49666	0.00595	0.16881	0	0.06227	0	0.02898	0.05654	0	0.53568	0.0133	0.05769	1.36759	0.55665	0.11709	0.00304	0.00329	0.01008	0.15863	0.00688	0.04335	0.0058	0.16457	0.20712	0.33516	0.00473	0.16391	0.10236	0.16276
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_6_1_63FAA	0	0	0	0	0	0	0	0	0	0.00022	0	0	0	0	0.04985	0.57581	0.09745	0	0	0	0	0.00267	0.00212	0	0	0	0	0	0	0	0	0	0	0.00245	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA	0.13431	0.73977	0.02621	0.0446	0.02997	0.02322	0.00224	0.2161	0.05865	0.0401	0.12345	0.06435	0.07983	0.07666	0.47134	0.06633	0.04786	0.12991	0.05645	0.04816	0.10246	0.02512	0.10623	0.08307	0.09973	0.00881	1.14333	0.21858	0.12838	0.34764	0.23867	0.16265	0.20976	0.00145	0.05461	0.08565	0.01943	0.03087	0.04245
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA	0	0	0	0	0	0	0	0	0	0	0.09911	0	0.17301	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06967	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA	0	0.00377	0	0	0	0	0	0	0	0.00071	0	0.00466	0	0.00047	0.00568	0.00349	0	0	0	0.00094	0	0	0	0	0	0	0.00118	0	0	0	0	0.00134	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_formatexigens	0	0	0	0	0	0	0	0	0	0.09493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011	0	0	0	0.10488	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus	0	0	0	0	0	0	0	0.00056	0	0	0	0.00156	0	0	0	0	0	0	0	0	0	0.00232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	0	0.11277	0	1.21601	0.03438	0	0.51441	0.01363	0	0	0.54652	0.08659	0.03671	0.26575	0.02091	0	0.00733	0.06612	0.00019	1.15219	0.1571	0	0	1.32144	0.15363	0.27909	0.30102	0	0.73201	0.05617	1.33418	0.22046	0	0.07699	0.25346	0.07407	0.11593	0.15209	2.1098
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	1.38482	0.24324	0	0.17312	3.78773	0	0.12815	3.29045	0	0	0.04694	0	0.31838	0.68479	0.41763	0	0.00464	0.22185	0	0.27611	0	0.20502	0	0.78057	0	0.00451	2.11369	0.01519	0.07862	0.32902	0.81449	0	0.40103	1.10875	0.28887	3.63979	0.07605	0.31156	0.36568
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0.09174	0.25419	0	0.25905	1.77374	0	1.167	1.70721	0	0	0.00961	1.92429	0.64557	0	0.18429	0	0	0	0.02111	0.00471	0.0492	0	0	0.74269	1.09991	0.14839	5.80841	0.11712	0.09648	0.32534	0.21071	0.38566	0	0.57	0.02105	2.62605	0.01911	0.13038	0.46651
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified	0	0.03559	0	0	0	0.00042	0	0	0.21716	0.32401	0	0	0	0	0	0	0.01701	0.12688	0.02101	0	0.15709	0	0.41868	0	0.87003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_unclassified	0.61471	0.48936	0.11195	0.88064	0.27882	0.57758	0.29584	0.34891	0.78626	0.30791	0.19821	0.18556	0.04767	0.62434	2.07196	0.30173	0.4574	0.83686	0.11276	1.43292	0.74968	0.02155	0.91441	0.28099	0.65528	0.2546	2.76355	1.47543	0.31852	0.16098	2.57599	0.75397	2.10348	0.48514	0.29732	0	1.12379	0.91917	1.34749
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii	0.05314	0.36761	0	0.47443	0	0	0.12804	0.01271	0.2227	0	0.00115	0	0.11812	0	0	0.16623	0.14821	0	0.27099	0	0.00704	0.00479	0.02256	0.11084	0.07286	0	0.11222	0.03864	0	0.54884	0	0	0	0.07877	0.00077	0.23044	0	0.00355	0.11743
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_difficile	0	0	0	0	0	3.49433	0	0	0	0	0	0	0	0	0	0.0063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Peptostreptococcaceae_noname_unclassified	0	0	0	0	0	0	0	0	0	0.01933	0.08933	0	0.00581	0.00657	0.13649	0	0	0	0	0.05139	0.02594	0.95024	0.00965	0	0.01124	0	0	0	0	0	0	0	0.01292	0	0.00383	0	0.02036	0.11814	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_anaerobius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	0	0	0	0	0	0	0	0	0	0	0	0.00179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0.00424	0	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	0.04568	0.0041	0	0.09462	0.01129	0.25688	0	0.06014	0	0.02457	0	0.10458	0	0.0512	0.068	0.09755	0.05155	0.30307	0	0.01289	0.01749	0.06721	0	0.02152	0.00667	0.00099	0.44653	1.26977	0	0.00308	0.09295	0.07405	0.29295	0.06388	0.02254	0	0.17215	0.03629	0.00523
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_unclassified	0.0101	0.04705	0	0.049	0	0.08199	0	0.01418	0	0.01219	0.10006	0	0.00554	0	0.01796	0	0.00243	0	0	0	0.02605	0	0.05864	0.04393	0	0	0	0	0	0.01196	0.14297	0.59793	0.16213	0	0.00017	0	0.01901	0	0.01135
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	7.22305	6.3445	1.46344	1.23953	5.13112	0	2.64296	3.99685	6.25448	0.47507	7.98724	2.87253	2.19355	1.51416	0.61145	0	0.64767	2.03433	0	2.76024	6.16224	6.83037	1.91586	0.53848	3.75527	2.24834	4.02282	1.41969	5.75042	8.04369	1.16621	0.13892	0.1234	0.00619	2.40348	0	1.74568	7.2676	5.2036
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname|s__Ruminococcaceae_bacterium_D16	0.0105	0.00191	0	0	0	0	0	0.00365	0	0.00114	0.01655	0.00036	0.01754	0.18499	0	0	0	0.00156	0.08016	0.00101	0.001	0.03148	0.00094	0	0.06926	0.00099	0	0	0.00102	0.00096	0.00109	0.28321	0.26827	0	0.01501	0	0	0	0.21276
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_albus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00145
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	5.85297	0.02572	0	1.38458	0	0	0	0	1.74259	6.28313	2.2907	0	0	0	0	0	0	0.74137	0	0	2.00275	0	3.15528	0	3.24214	1.59753	0	0.01625	0	0.00095	0	0	0	0	0.30761	0	0	3.04034	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus	1.76409	0.05917	0	0.00062	0	0	0	0	0	0	0.11724	0.01489	0	0	0	0	0	0	0	0	0.00428	0	0	0.04697	0	0	0	0	0	0.06261	0	0	0	0	0	0	0	0.15848	1.09859
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_flavefaciens	0	0	0	0	0	0	0	0	0	0	0.00156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	0	0	0	0	0.81489	0	0	0	0	0.64269	1.14122	0	0	0	4.49442	0	0	0	0	0	0	0	0	1.07759	0.33998	0.06586	0	0.00045	0.39013	0	0	1.72919	0	0	0	0	0	0.13879	0.91662
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA	0	0.19476	0	0.49884	2.14846	0	0	2.52941	0	0.63241	1.09326	0.94649	0.19441	0	1.38544	0	0.52164	0.76642	9.26699	1.73261	0.20053	0	0	6.72842	2.31984	0.74431	0	0.11987	0	0.25942	0	0	0	1.0456	0	0	0	2.68634	1.08716
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_sp_4_3_54A2FAA	0.09469	0.10677	0	0	0	0.14957	0	0	0	0.68238	0	0.16087	0.09578	0.13458	1.34536	0	0.59295	0.15985	0	0.32483	0	1.724	0.15155	1.58585	0	0	0	0.71841	0	0	0	2.12905	3.33374	0	0.09683	0	0.76964	0.22951	0.16517
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified	11.90809	3.75054	0.61389	3.34398	0.40496	0.19844	0.3209	3.58196	1.16023	7.57292	8.49133	2.27041	1.04444	0.80014	3.03019	6.17677	0.40627	4.01471	0.36361	3.11879	49.41106	6.44751	1.73292	4.58885	1.54044	1.50899	1.11487	2.28415	4.00353	3.05334	1.74269	14.84716	0.75592	1.332	0.66173	0.03228	3.09232	6.14535	2.14484
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Allobaculum|s__Allobaculum_stercoricanis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26169	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_sp_29_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_unclassified	0.54929	0.01568	0.00377	0.04181	0.01093	0.36583	0.12258	0.00366	0	0.01358	0.00068	0.04825	0.32064	0.03949	0.00505	0.59401	0.00395	0	1.51311	0.01892	0	0	0.11713	0.00357	0	0.00277	0.23057	0.00048	0	0.02123	0.11445	0.00389	0.01708	0.06147	0	0.04172	0.01456	0.00024	0.0005
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_innocuum	0	0	0	0	0	0	0.01632	0	0	0.00352	0	0.00683	0.00081	0.00044	0.00386	0	0.00156	0	0	0	0	0.01369	0	0	0	0.00529	0	0.00085	0	0.00145	0.02431	0.00142	0	0.00473	0	0	0.00175	0	0.00189
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_ramosum	0.09983	0.00553	0	0.01686	0	0.03358	0.07777	0	0	0.00354	0	0.01518	0.19657	0.00095	0.00016	0	0	0	0	0.01031	0	0.13422	0.04157	0	0	0	0.17884	0	0	0.00628	0.03757	0	0.18969	0.01648	0	0.01328	0.00385	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Clostridium_spiroforme	0	0	0	0	0	0	0	0	0	0.13319	0	0	0	0	0.28024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3	0.00059	0.0007	0.02231	0.01098	0	0.27338	0.00067	0	0.02472	0.00409	0.00342	0.00374	0	0.00048	0.01114	0.00802	0.00608	0	0.01057	0.00265	0	0.00224	0.01935	0.00576	0	0.00116	0	0.00303	0	0.00194	0	0.01916	0.00158	0.01384	0.00106	0	0.02364	0.00049	0.00054
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A	0.00652	0.00044	0	0	0	0.0063	0.01115	0	0	0.00381	0.00579	0.00978	0.00054	0.00069	0.01809	0	0	0	0.03315	0.00583	0	0.06112	0.00148	0.01737	0	0.00221	0.05943	0.00713	0	0.00172	0.01639	0.039	0.00112	0.00593	0.00053	0	0.012	0	0.00329
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_3_1_53	0	0	0	0.00496	0	0	0	0	0	0	0	0	0	0	0.11489	0	0	0	0	0	0	0.23235	0	0	0	0	0	0.00029	0	0.00019	0	0.0095	0.0091	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_5_2_54FAA	0.00195	0	0.01356	0	0.00743	0.00318	0	0.00106	0	0	0.005	0	0	0	0	0.19594	0	0.01725	0	0	0	0	0	0	0	0.00062	0	0.00016	0	0	0	0.22721	0.00103	0.0169	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_6_1_45	0.04936	0.00103	0.0015	0	0	0.07416	0.00153	0	0	0.01058	0.01167	0.00348	0.00195	0	0.00106	0	0.0084	0.0123	0	0.00469	0	0.08118	0.00989	0.00369	0	0.00387	0.00329	0.00415	0	0.00183	0.00944	0.04626	0.00093	0.02302	0	0	0.00696	0	0.00754
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme	0	0	0	0	0	0	0.33198	0	0	0	0	0	0	0.34202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34672	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_cylindroides	0	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03335	0	2.17886	0	0	0	0	0	0	0.06031
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_dolichum	0	0.01153	0	0	0	0	0	0	0	0.008	0	0.02288	0	0	0.1321	0	0.05913	0	0	0.02609	0	0	0	0	0.00846	0.02225	0	0	0	0.02284	0.01059	0	0	0	0	0	0	0	0.00508
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis	0.01139	0.01063	0.01785	0.09359	0.01071	0	0	0	0	0.0684	0	0.05986	0.05449	0.05933	0.04616	0	0.01399	0.02685	0.0178	0.04065	0.00961	0.08213	0	0.14428	0.02965	0.00904	0	0.07358	0.05192	0.01571	0.01697	0.16482	0	0.07136	0.0278	0	0	0.04227	0.01544
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_AP2	0	0	0	0	0	0.08664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_unclassified	0.00283	0.00051	0.011	0	0.00517	0	0	0	0.0296	0.02201	0.01646	0.00162	0	0.05949	0.02911	0	0	0.01066	0	0.00503	0.00368	0	0	0	0	0	0.00115	0	0	0	0.06467	0	0	0.02409	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei	0	0	0	0	0	0	0.00054	0	0	0	0	0.00506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0	0	0	0	0	0	0	0.00082	0	0
